University,CV_team_name,link
G.V.Acharya Institute of Engineering & Technology (Mumbai),GVA Motorsports,https://tid.fsg.one/852
Indian Institute of Technology Bombay (Mumbai),IIT Bombay Racing Team,https://tid.fsg.one/217
K. J. Somaiya College of Engineering (Mumbai),Orion Racing India,https://tid.fsg.one/107
M.H. Saboo Siddik College of Engineering (Mumbai),Team MHSSC Racing,https://tid.fsg.one/45
Mukesh Patel School of Technology Management and Engineering,Team Enginium MPSTME,https://tid.fsg.one/604
Rajiv Gandhi Institute of Technology - Mumbai,Team RGIT Racing,https://tid.fsg.one/485
"Sardar Patel College of Engineering, Mumbai (Mumbai)",SPCE Racing,https://tid.fsg.one/839
"The National Institute of Engineering, Mysore",Force Ikshvaku,https://tid.fsg.one/857
St. Vincent Pallotti College of Engineering and Technology,Formula Ashwariders,https://tid.fsg.one/1068
Shri Guru Gobind Singhji Institute Of Engineering And Technology (Nanded),TEAM PRAVEG RACING,https://tid.fsg.one/921
Bharati Vidyapeeth College of Engineering,Triumphant Racers,https://tid.fsg.one/411
Datta Meghe College of Engineering (Navi Mumbai),Team Indus,https://tid.fsg.one/536
Lokmanya Tilak College of Engineering (Navi Mumbai),SCHNELL Racing,https://tid.fsg.one/912
Pillai College Of Engineering (Navi Mumbai),Hyperion Racing Team,https://tid.fsg.one/601
Saraswati College of Engineering,Prahaar Racing,https://tid.fsg.one/606
Indian Institute of Technology Delhi,AXLR8R Formula Racing,https://tid.fsg.one/135
Indira Gandhi Delhi Technical University for Women (New Delhi),Aious Formula Student,https://tid.fsg.one/844
Maharaja Agrasen Institute of Technology (New Delhi),KALAM MOTORSPORTS,https://tid.fsg.one/565
Netaji Subhas Institute of Technology,Bullethawk Racing,https://tid.fsg.one/906
Amity School of Engineering and Technology (Noida),MACH-RELOADED,https://tid.fsg.one/553
Vidyavardhini's College of Engineering and Technology (Palghar),ETHAN RACING,https://tid.fsg.one/842
Punjabi University,Team UDAY,https://tid.fsg.one/477
Thapar Institute of Engineering and Technology (Patiala),Team Fateh,https://tid.fsg.one/482
Sri Venkateswara College of Engineering,Traxion Racing,https://tid.fsg.one/679
Lovely Professional University,Illuminati Racers,https://tid.fsg.one/964
"Birla Institute of Technology & Science , Pilani",Inspired Karters,https://tid.fsg.one/430
AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering (Pune),Resonance Racing,https://tid.fsg.one/907
College of Engineering Pune,Team Octane Racing,https://tid.fsg.one/811
"D.Y. Patil School of Engineering Academy, Ambi (Pune)",Team Revolution,https://tid.fsg.one/752
Dr. D. Y. Patil Institute Of Engineering and Technology (Pune),The Interceptors,https://tid.fsg.one/845
DY Patil College of Engineering Akurdi (Pune),The Metal Falcons,https://tid.fsg.one/855
Maharashtra Institute of Technology,Acceleracers,https://tid.fsg.one/452
MIT World Peace University,Acceleracers,https://tid.fsg.one/962
NBN Sinhgad School Of Engineering (Pune),T-REX Motorsports,https://tid.fsg.one/982
P.E.S. Modern College of Engineering,Formula Team Pegasus,https://tid.fsg.one/877
Padmabhooshan Vasantdada Patil Institute Of Technology (Pune),Team PVPIT,https://tid.fsg.one/837
Pimpri Chinchwad College Of Engineering (Pune),Team Kratos Racing,https://tid.fsg.one/735
Pimpri Chinchwad College Of Engineering & Research (Pune),Team Eminent Racing,https://tid.fsg.one/1272
Pune Vidyarti Griha's college of Engineering and Technology,Team Maverick,https://tid.fsg.one/1083
Rajarshi Shahu College Of Engineering (Pune),Redline Racing,https://tid.fsg.one/850
"Rajashrishau School of Engineering and Research , Narhe",Team Blackspanners,https://tid.fsg.one/1002
RMD Sinhgad School of Engineering,Tornado Motorsports,https://tid.fsg.one/1112
Savitribai Phule Pune University,Team Maverick,https://tid.fsg.one/1082
Sinhgad Academy Of Engineering (Pune),Team VAMOS AUTOCROSS,https://tid.fsg.one/720
"Sinhgad College of Engineering, Vadgaon (Pune)",STES Racing,https://tid.fsg.one/588
Smt. Kashibai Navale College of Engineering (Pune),STES's Stallion Motorsport ,https://tid.fsg.one/848
Symbiosis Institute of Technology,Wrench Wielders Racing,https://tid.fsg.one/958
TSSM’s Bhivarabai Sawant College of Engineering & Research,Team Mirage,https://tid.fsg.one/977
Vishwakarma Institute of Information Technology,Vishwaracers,https://tid.fsg.one/1014
Vishwakarma Institute of Technology (Pune),Veloce Racing,https://tid.fsg.one/978
Zeal College of Engineering and Research,Team Racing Pioneers,https://tid.fsg.one/1013
"Chitkara University, Punjab",Team Lakshya,https://tid.fsg.one/551
"Birla Institute of Technology, Mesra",Team Srijan,https://tid.fsg.one/841
National Institute of Foundry and Forge Technology (Ranchi),NIFFT,https://tid.fsg.one/561
Rayat Institute of Engineering and Information Technology,WRL-Combustion,https://fs-world.org/p2.php?u=571&c=1
National Institute of Technology - Rourkela,Team Roadrunner,https://tid.fsg.one/884
Veer Surendra Sai University of Technology,VeerRacerss,https://tid.fsg.one/879
"Amrutvahini College Of Engineering, Sangamner",Team Rousing,https://tid.fsg.one/998
Rajarambapu Institute of Technology,Nequit,https://tid.fsg.one/883
Bannari Amman Institute of Technology (Sathyamangalam),Falcon racing,https://tid.fsg.one/745
Shri Sant Gajanan Maharaj CE,Team SSGMCE Racing,https://tid.fsg.one/227
Bhartiya Institute of Engineering and Technology,BIET DragSports,https://tid.fsg.one/715
Nagesh Karajagi Orchid College Of Engineering & Technology,WRL-Combustion,https://fs-world.org/p2.php?u=1199&c=1
Solapur University,Team BrahMos Racing,https://tid.fsg.one/874
Deenbandhu Chhotu Ram University of  Science & Technology,Blackarc,https://tid.fsg.one/242
Sardar Vallabhbhai National Institute of Technology (Surat),Phoenix Racing SVNIT,https://tid.fsg.one/1121
VIT University - Vellore,Pravega Racing,https://tid.fsg.one/119
K L University (Vijayawada),KREINTO RACING,https://tid.fsg.one/859
"Kakatiya Institute of Technology and Science, Warangal (Warangal)",Force Racing,https://tid.fsg.one/1108
National Institute of Technology - Warangal,Mechxhausters,https://tid.fsg.one/1135
BITS Pilani KK Birla Goa Campus,Team Grease Monkeys,https://tid.fsg.one/1010
Institute of Technology Bandung,WRL-Combustion,https://fs-world.org/p2.php?u=802&c=1
University of Indonesia (Depok),UI Racing Team,https://tid.fsg.one/1250
Sepuluh Nopember Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=912&c=1
Sebelas Maret University (Surakarta),WRL-Combustion,https://fs-world.org/p2.php?u=1207&c=1
Gadjah Mada University,Bimasakti Racing Team,https://tid.fsg.one/1215
Universitas Negeri Yogyakarta,WRL-Combustion,https://fs-world.org/p2.php?u=976&c=1
Iran University of Science and Technology - Arak,IUST Racing ,https://tid.fsg.one/195
Isfahan University of Technology,IUT Racing Team,https://tid.fsg.one/59
Razi University,Razi Racing,https://tid.fsg.one/275
Ferdowsi University of Mashad,Caspian,https://tid.fsg.one/613
Iran University of Science and Technology,Isutac,https://tid.fsg.one/1005
Sharif University of Technology,Aria Motorsport,https://tid.fsg.one/291
University of Tehran,Persis Motorsport,https://tid.fsg.one/993
Technological University Dublin,WRL-Combustion,https://fs-world.org/p2.php?u=723&c=1
"Trinity College, University of Dublin",Formula Trinity,https://tid.fsg.one/1218
University College Dublin,UCD Racing,https://tid.fsg.one/108
Ben-Gurion University of the Negev (Be'er Sheva),Ben-Gurion Racing,https://tid.fsg.one/383
Technion - Israel Institute of Technology,Formula Technion,https://tid.fsg.one/531
Tel Aviv University,TAU Racecar Design,https://tid.fsg.one/690
Marche Polytechnic University,Polimarche Racing Team,https://tid.fsg.one/730
Università della Calabria (Arcavacata di Rende),Unical Reparto Corse,https://tid.fsg.one/208
Politecnico di Bari,Poliba Corse,https://tid.fsg.one/148
Alma Mater Studiorum - Università di Bologna,UniBo Motorsport,https://tid.fsg.one/273
University of Brescia,UniBS Motorsport,https://tid.fsg.one/649
Università degli Studi di Cagliari,UnicaR,https://tid.fsg.one/155
Università degli Studi della Campania Luigi Vanvitelli (Caserta),Scuderia Vanvitelli,https://tid.fsg.one/1236
Università degli Studi di Catania,WRL-Combustion,https://fs-world.org/p2.php?u=462&c=1
Università degli Studi di Ferrara,WRL-Combustion,https://fs-world.org/p2.php?u=526&c=1
Università degli Studi di Firenze,Firenze Race Team,https://tid.fsg.one/156
Università degli Studi di Salerno,Unisa Racing Team,https://tid.fsg.one/1009
Università del Salento (Lecce),Salento Racing Team,https://tid.fsg.one/198
University of Messina,FSMT,https://tid.fsg.one/381
Politecnico di Milano,Dynamis PRC,https://tid.fsg.one/139
University of Modena and Reggio Emilia,MoRe Modena Racing,https://tid.fsg.one/464
Università degli Studi di Napoli Federico II,"UniNa Corse - Squadra Corse ""Federico II""",https://tid.fsg.one/304
Università degli studi di Padova,Race UP Combustion,https://tid.fsg.one/66
Università degli Studi di Parma,Unipr Racing Team,https://tid.fsg.one/187
University of Perugia,UniPG Racing Team,https://tid.fsg.one/967
Università di Pisa,E-Team Squadra Corse,https://tid.fsg.one/203
"Università degli Studi di Roma ""La Sapienza""",Sapienza Corse,https://tid.fsg.one/183
Università degli Studi di Roma Tor Vergata,Scuderia Tor Vergata,https://tid.fsg.one/535
Politecnico di Torino,Squadra Corse Politecnico di Torino,https://tid.fsg.one/114
Università degli Studi della Tuscia (Viterbo),Unitus Racing Team,https://tid.fsg.one/278
Akita Prefectural University,WRL-Combustion,https://fs-world.org/p2.php?u=177&c=1
Chiba University,WRL-Combustion,https://fs-world.org/p2.php?u=214&c=1
Osaka Sangyo University,WRL-Combustion,https://fs-world.org/p2.php?u=324&c=1
Tokyo University of Agriculture and Technology,WRL-Combustion,https://fs-world.org/p2.php?u=395&c=1
Shonan Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=599&c=1
Saitama Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=341&c=1
Fukui University of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=246&c=1
University of Fukui,WRL-Combustion,https://fs-world.org/p2.php?u=476&c=1
Aso College of Automotive Engineering and Technology (Fukuoka),WRL-Combustion,https://fs-world.org/p2.php?u=732&c=1
Kyushu University,WRL-Combustion,https://fs-world.org/p2.php?u=1043&c=1
Shizuoka Institute of Science and Technology,WRL-Combustion,https://fs-world.org/p2.php?u=368&c=1
Gifu University,WRL-Combustion,https://fs-world.org/p2.php?u=249&c=1
Institute of Technologists,WRL-Combustion,https://fs-world.org/p2.php?u=259&c=1
Tokyo Metropolitan University,WRL-Combustion,https://fs-world.org/p2.php?u=394&c=1
Tokyo Denki University (Hatoyama),Tokyo Denki University Formula SAE Project,https://tid.fsg.one/149
Kyushu Sangyo University,WRL-Combustion,https://fs-world.org/p2.php?u=284&c=1
Kinki University,WRL-Combustion,https://fs-world.org/p2.php?u=271&c=1
Hiroshima Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=676&c=1
Hiroshima University,WRL-Combustion,https://fs-world.org/p2.php?u=679&c=1
Kochi University of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=273&c=1
Tokai University,WRL-Combustion,https://fs-world.org/p2.php?u=392&c=1
Kanazawa University,Kanazawa Univ. Formula R&D,https://tid.fsg.one/305
Honda Technical College Kansai,WRL-Combustion,https://fs-world.org/p2.php?u=252&c=1
Honda Technical College Kanto,WRL-Combustion,https://fs-world.org/p2.php?u=253&c=1
The University of Kitakyushu,WRL-Combustion,https://fs-world.org/p2.php?u=977&c=1
Kobe University,WRL-Combustion,https://fs-world.org/p2.php?u=272&c=1
University of Yamanashi,WRL-Combustion,https://fs-world.org/p2.php?u=503&c=1
Shibaura Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=367&c=1
Sojo University (Kumamoto),WRL-Combustion,https://fs-world.org/p2.php?u=370&c=1
Kurume Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=280&c=1
Doshisha University,WRL-Combustion,https://fs-world.org/p2.php?u=234&c=1
Kyoto University,WRL-Combustion,https://fs-world.org/p2.php?u=282&c=1
Ritsumeikan University,WRL-Combustion,https://fs-world.org/p2.php?u=336&c=1
Gunma University (Maebashi),WRL-Combustion,https://fs-world.org/p2.php?u=1208&c=1
Keio University,WRL-Combustion,https://fs-world.org/p2.php?u=269&c=1
Ibaraki University,WRL-Combustion,https://fs-world.org/p2.php?u=256&c=1
Nippon Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=357&c=1
Seikei University,WRL-Combustion,https://fs-world.org/p2.php?u=364&c=1
Daido Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=230&c=1
Meijo University,WRL-Combustion,https://fs-world.org/p2.php?u=302&c=1
Nagoya Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=344&c=1
Nagoya University,WRL-Combustion,https://fs-world.org/p2.php?u=345&c=1
Toyota Technical College Nagoya,WRL-Combustion,https://fs-world.org/p2.php?u=398&c=1
Chiba Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=213&c=1
"College of Industrial Technology, Nihon University",WRL-Combustion,https://fs-world.org/p2.php?u=221&c=1
Nihon Automobile College,WRL-Combustion,https://fs-world.org/p2.php?u=674&c=1
Setsunan University,WRL-Combustion,https://fs-world.org/p2.php?u=675&c=1
Niigata University,WRL-Combustion,https://fs-world.org/p2.php?u=601&c=1
Kanazawa Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=265&c=1
Okayama University,WRL-Combustion,https://fs-world.org/p2.php?u=317&c=1
Okayama University of Science,WRL-Combustion,https://fs-world.org/p2.php?u=733&c=1
Osaka City University,WRL-Combustion,https://fs-world.org/p2.php?u=322&c=1
Osaka Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=323&c=1
Saitama University,WRL-Combustion,https://fs-world.org/p2.php?u=1118&c=1
Osaka Prefecture University,WRL-Combustion,https://fs-world.org/p2.php?u=677&c=1
Kyoto Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=281&c=1
Sanyo-Onoda City University at Tokyo University of Science,WRL-Combustion,https://fs-world.org/p2.php?u=800&c=1
Hokkaido Automotive Engineering College,WRL-Combustion,https://fs-world.org/p2.php?u=731&c=1
Hokkaido University,WRL-Combustion,https://fs-world.org/p2.php?u=251&c=1
Kokushikan University,WRL-Combustion,https://fs-world.org/p2.php?u=275&c=1
Kogakuin University,WRL-Combustion,https://fs-world.org/p2.php?u=274&c=1
Waseda University,WRL-Combustion,https://fs-world.org/p2.php?u=509&c=1
Tokyo University of Science,WRL-Combustion,https://fs-world.org/p2.php?u=396&c=1
Shizuoka Professional College of Automobile Technology,WRL-Combustion,https://fs-world.org/p2.php?u=847&c=1
Shizuoka University,WRL-Combustion,https://fs-world.org/p2.php?u=369&c=1
Osaka University,Osaka Univ. Formula RAcing Club,https://tid.fsg.one/547
WIZ International College of Information and Technology (Tamura),WRL-Combustion,https://fs-world.org/p2.php?u=673&c=1
Kyushu Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=283&c=1
Aoyama Gakuin University,WRL-Combustion,https://fs-world.org/p2.php?u=734&c=1
"College of Science and Technology, Nihon University",WRL-Combustion,https://fs-world.org/p2.php?u=222&c=1
Meisei University,WRL-Combustion,https://fs-world.org/p2.php?u=303&c=1
Sophia University,Sophia Racing,https://tid.fsg.one/34
Teikyo University,WRL-Combustion,https://fs-world.org/p2.php?u=1119&c=1
The University of Tokyo,The University of Tokyo Formula Factory,https://tid.fsg.one/176
Tokyo City University,WRL-Combustion,https://fs-world.org/p2.php?u=343&c=1
Tokyo Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=603&c=1
Tokyo Metropolitan College of Industrial Technology,WRL-Combustion,https://fs-world.org/p2.php?u=393&c=1
Tokyo Tech Car College Setagaya,WRL-Combustion,https://fs-world.org/p2.php?u=1211&c=1
Tottori University,WRL-Combustion,https://fs-world.org/p2.php?u=600&c=1
University of Toyama,WRL-Combustion,https://fs-world.org/p2.php?u=913&c=1
Aichi Institute of Technology (Toyota),WRL-Combustion,https://fs-world.org/p2.php?u=678&c=1
Faculty of Textile Science & Technology. Shinshu University,WRL-Combustion,https://fs-world.org/p2.php?u=239&c=1
Utsunomiya University,WRL-Combustion,https://fs-world.org/p2.php?u=505&c=1
Yamagata University,WRL-Combustion,https://fs-world.org/p2.php?u=602&c=1
Yokohama National University,WRL-Combustion,https://fs-world.org/p2.php?u=519&c=1
Jordan University of Science and Technology,WRL-Combustion,https://fs-world.org/p2.php?u=957&c=1
Nazarbayev University,NUFormulaS,https://tid.fsg.one/599
University Putra Malaysia (Serdang),WRL-Combustion,https://fs-world.org/p2.php?u=1209&c=1
Universiti Teknologi MARA,WRL-Combustion,https://fs-world.org/p2.php?u=1048&c=1
Taylor's University (Subang Jaya),NGF College,https://tid.fsg.one/1127
Universiti Teknologi Petronas,WRL-Combustion,https://fs-world.org/p2.php?u=469&c=1
University of Malta,WRL-Combustion,https://fs-world.org/p2.php?u=482&c=1
Instituto Tecnológico de Chihuahua,WRL-Combustion,https://fs-world.org/p2.php?u=261&c=1
Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,WRL-Combustion,https://fs-world.org/p2.php?u=238&c=1
Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,WRL-Combustion,https://fs-world.org/p2.php?u=795&c=1
Instituto Politécnico Nacional,WRL-Combustion,https://fs-world.org/p2.php?u=719&c=1
Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,WRL-Combustion,https://fs-world.org/p2.php?u=1228&c=1
Universidad Iberoamericana,WRL-Combustion,https://fs-world.org/p2.php?u=457&c=1
Universidad LaSalle,WRL-Combustion,https://fs-world.org/p2.php?u=286&c=1
Universidad Nacional Autónoma de México (Mexico City),UNAM Motorsports,https://tid.fsg.one/416
ESIA San Luis Potosi,SLP Motorsports,https://tid.fsg.one/701
Universidad Autónoma del Estado de México,WRL-Combustion,https://fs-world.org/p2.php?u=454&c=1
Universidad Panamericana Sede México,WRL-Combustion,https://fs-world.org/p2.php?u=459&c=1
HAN University of Applied Sciences,HAN Formula Student Team,https://tid.fsg.one/698
TU Delft,Delft University of Technology Racing Team,https://tid.fsg.one/44
Technische Universiteit Eindhoven,University Racing Eindhoven,https://tid.fsg.one/90
Hanze University of Applied Sciences Groningen,Hanze Racing Division,https://tid.fsg.one/368
University of Auckland,The University of Auckland Formula SAE Team,https://tid.fsg.one/69
University of Waikato (Hamilton ),WRL-Combustion,https://fs-world.org/p2.php?u=391&c=1
Nnamdi Azikiwe University (Awka),Nigerian Formula 1,https://tid.fsg.one/99
Østfold University College,WRL-Combustion,https://fs-world.org/p2.php?u=787&c=1
University of Agder (Kristiansand),Align Racing UiA,https://tid.fsg.one/1111
University of Stavanger,Formula Student Team UiS,https://tid.fsg.one/472
Norwegian University of Science and Technology,Revolve NTNU,https://tid.fsg.one/421
International Islamic University,Thunderbird Formula Team,https://tid.fsg.one/769
Pakistan Institute of Engineering & Applied Sciences (Islamabad),PIEAS Formula Student,https://tid.fsg.one/658
University of Lahore - Islamabad,Vendetta Motorsports ,https://tid.fsg.one/1140
DHA Suffa University (Karachi),TEAM DSU BUR'RAQ,https://tid.fsg.one/740
National University of Sciences and Technology - Karachi,NUST Formula Student Team,https://tid.fsg.one/480
NED University of Engineering and Technology (Karachi),NED Racers,https://tid.fsg.one/1020
Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,Formula ZAB,https://tid.fsg.one/731
University of Engineering and Technology,Ape Technology,https://tid.fsg.one/642
Heavy Industry Taxila Education Complex University,Team Renegades,https://tid.fsg.one/696
Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Burraq Racing Team,https://tid.fsg.one/393
Białystok University of Technology,Cerber MotorSport,https://tid.fsg.one/491
Gdańsk University of Technology,PGRacing Team,https://tid.fsg.one/723
Silesian University of Technology (Gliwice),PolSl Racing,https://tid.fsg.one/583
AGH University of Science and Technology,AGH Racing,https://tid.fsg.one/625
Poznan University of Technology,PUT Motorsport,https://tid.fsg.one/668
Rzeszów University of Technology,PRz Racing Team,https://tid.fsg.one/620
Warsaw University of Technology,WUT Racing Team,https://tid.fsg.one/204
Wroclaw University of Technology,PWR Racing Team,https://tid.fsg.one/272
Instituto Superior de Engenharia de Coimbra,phisec racing,https://tid.fsg.one/206
Polytechnic Institute of Leiria,FSIPLeiria,https://tid.fsg.one/160
Instituto Superior de Engenharia de Lisboa,ISEL Formula Student,https://tid.fsg.one/726
Universidade de Lisboa - Instituto Superior Técnico,Projecto FST ,https://tid.fsg.one/19
Universidade Independente,WRL-Combustion,https://fs-world.org/p2.php?u=528&c=1
Universidade NOVA de Lisboa,FSFCT,https://tid.fsg.one/1223
Universidad Interamericana de Puerto Rico,WRL-Combustion,https://fs-world.org/p2.php?u=262&c=1
Ana G. Méndez University - Gurabo,WRL-Combustion,https://fs-world.org/p2.php?u=714&c=1
Recinto Universitario de Mayagüez,WRL-Combustion,https://fs-world.org/p2.php?u=889&c=1
Polytechnic University of Puerto Rico,WRL-Combustion,https://fs-world.org/p2.php?u=330&c=1
University of Puerto Rico,WRL-Combustion,https://fs-world.org/p2.php?u=438&c=1
Qatar University (Doha),Alfares,https://tid.fsg.one/540
Universitatea Transilvania din Braşov,BlueStreamline,https://tid.fsg.one/200
University Politehnica Of Bucharest,UPB Drive,https://tid.fsg.one/1063
"The ""Gheorghe Asachi"" Technical University of Iasi",T.U.Iasi Racing Team,https://tid.fsg.one/362
Universitatea Politehnica Timișoara,UPT Racing Team,https://tid.fsg.one/944
Belgorod state technological university named after V. G. Shukhov,Shukhov Racing Team,https://tid.fsg.one/757
South Ural State University,Heart of Ural,https://tid.fsg.one/454
Cherepovets State University,Chsu Racing Team,https://tid.fsg.one/1052
Ural State University of Railway Transport,Usurt,https://tid.fsg.one/566
Bauman Moscow State Technical University,Bauman Racing,https://tid.fsg.one/431
Moscow Polytechnic University,FDR Moscow,https://tid.fsg.one/115
Moscow State Automobile & Road Technical University - MADI,Formula Student MADI,https://tid.fsg.one/53
Moscow State University of Instrument Engineering and Computer Science,Formula MGUPI,https://tid.fsg.one/392
Peoples' Friendship University of Russia,FS RUDN,https://tid.fsg.one/537
Nizhny Novgorod State Technical University,AMIgo,https://tid.fsg.one/541
Peter the Great St. Petersburg Polytechnic University,Polytech North Capital Motorsport,https://tid.fsg.one/754
Togliatti State University,Togliatti Racing Team,https://tid.fsg.one/178
Tyumen Industrial University,Neftegaz Engineering,https://tid.fsg.one/523
Ufa State Aviation Technical University,UGATU Racing Team,https://tid.fsg.one/1207
Voronezh State Technical University,Voronezh Racing Technologies Formula Student Team,https://tid.fsg.one/1209
King Abdulaziz University-Jeddah,Jeddah Formula Racing,https://tid.fsg.one/102
Alfaisal University,Haizum,https://tid.fsg.one/1237
King Saud University (Riyadh),King Saud University Formula team,https://tid.fsg.one/1086
University of Belgrade (Универзитет у Београду),Road Arrow Combustion Team,https://tid.fsg.one/548
Nanyang Technological University,Nanfesu TU,https://tid.fsg.one/825
National University of Singapore,WRL-Combustion,https://fs-world.org/p2.php?u=346&c=1
Slovak University of Technology in Bratislava,AM Team,https://tid.fsg.one/138
University of Ljubljana,Superior Engineering - Formula student Team Ljubljana,https://tid.fsg.one/722
University of Maribor,UNI Maribor Grand Prix Engineering,https://tid.fsg.one/372
Cape Peninsula University of Technology,Cape Speed,https://tid.fsg.one/762
Nelson Mandela Metropolitan University (Port Elizabeth),NMMU Racing,https://tid.fsg.one/210
Hoseo University,WRL-Combustion,https://fs-world.org/p2.php?u=254&c=1
Korea University of Technology and Education,WRL-Combustion,https://fs-world.org/p2.php?u=277&c=1
Chungbuk National University,ABC ,https://tid.fsg.one/1075
Kumoh National Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=278&c=1
Kunsan National University,WRL-Combustion,https://fs-world.org/p2.php?u=279&c=1
Hanyang University (Seoul),WRL-Combustion,https://fs-world.org/p2.php?u=1273&c=1
Kookmin University,Kookmin Racing,https://tid.fsg.one/302
Seoul National University of Science and Technology,WRL-Combustion,https://fs-world.org/p2.php?u=837&c=1
Ajou University (Suwon),WRL-Combustion,https://fs-world.org/p2.php?u=1041&c=1
Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,ETSEIB Motorsport,https://tid.fsg.one/158
Escola Universitària Salesiana de Sarrià (UAB),EUSS Motorsport,https://tid.fsg.one/908
University of the Basque Country,Formula Student Bizkaia,https://tid.fsg.one/488
Universidad Politécnica de Cartagena,UPCT Racing Team,https://tid.fsg.one/1038
Universitat Jaume I (Castellón de la Plana),UJI Motorsport FS Team,https://tid.fsg.one/712
Universidad de Castilla-La Mancha,UCLM Racing Team,https://tid.fsg.one/746
University Carlos III of Madrid (Leganés),MAD Formula Team,https://tid.fsg.one/706
Universidad de León,RACING TEAM UNIVERSIDAD DE LEON,https://tid.fsg.one/1124
Universidad Francisco de Vitoria (Madrid),UFV Racing Team,https://tid.fsg.one/1059
Universidad Politécnica de Madrid (UPM),UPM Racing,https://tid.fsg.one/35
University of Malaga,Malaga Racing Team ,https://tid.fsg.one/1028
Escola Politècnica Superior d'Enginyeria de Manresa,Dynamics UPC Manresa,https://tid.fsg.one/963
Universidad Rey Juan Carlos (Móstoles),U Motorsport,https://tid.fsg.one/767
University of Cadiz (Puerto Real),Formula Gades,https://tid.fsg.one/876
TECNUN - University of Navarra (San Sebastián),Tecnun Motorsport,https://tid.fsg.one/202
University of Seville,ARUSc,https://tid.fsg.one/610
Universitat Politécnica de Valéncia,FSUPV Team,https://tid.fsg.one/605
University of Valladolid,Pisuerga Sport - FS Universidad de Valladolid,https://tid.fsg.one/659
Universidad de Vigo,UVigo Motorsport,https://tid.fsg.one/676
Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,WRL-Combustion,https://fs-world.org/p2.php?u=982&c=1
Universidad Europea de Madrid,Formula UEM,https://tid.fsg.one/209
Ceylon-German Technical Training Institute,WRL-Combustion,https://fs-world.org/p2.php?u=598&c=1
Chalmers University of Technology (Göteborg),Chalmers Formula Student,https://tid.fsg.one/123
Karlstad University,Clear River Racing,https://tid.fsg.one/283
Linköping University,LiU Formula Student,https://tid.fsg.one/639
Luleå University of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=296&c=1
Lund University,Lund Formula Student,https://tid.fsg.one/172
KTH Royal Institute of Technology (Stockholm),KTH Racing,https://tid.fsg.one/71
ETH Zürich,Akademischer Motorsportverein Zürich,https://tid.fsg.one/97
National Tsing Hua University (Hsinchu),NTHU Racing,https://tid.fsg.one/864
National Taipei University of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=1044&c=1
Southern Taiwan University of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=373&c=1
Chulalongkorn University (Bangkok),WRL-Combustion,https://fs-world.org/p2.php?u=672&c=1
Kasetsart University,Dongtaan racing,https://tid.fsg.one/402
King Mongkut's Institute of Technology Ladkrabang (Bangkok),INITIAL,https://tid.fsg.one/517
King Mongkut's University of Technology Thonburi,Black Pearl,https://tid.fsg.one/240
Siam University,WRL-Combustion,https://fs-world.org/p2.php?u=729&c=1
Thai-Nichi Institute of Technology,CarreraZ,https://tid.fsg.one/262
Maejo University,WRL-Combustion,https://fs-world.org/p2.php?u=911&c=1
Kasetsart University Sriracha campus,Green KUSRC III,https://tid.fsg.one/214
Prince of Songkla University (Songkhla),Lookprabida,https://tid.fsg.one/571
Çukurova University (Adana),Cukurova Racing,https://tid.fsg.one/931
Çankaya University (Ankara),Cankaya Hornet Racing,https://tid.fsg.one/1239
Gazi University (Ankara),GaziTech,https://tid.fsg.one/559
Hacettepe University (Ankara),Hacettepe Racing,https://tid.fsg.one/759
Middle East Technical University (Ankara),METU Formula Racing,https://tid.fsg.one/860
Uludağ University,Uludag Racing,https://tid.fsg.one/406
Fırat University (Elazığ),Firat Racing,https://tid.fsg.one/750
