Country,City,University,CV_team_name,CV_link,EV_team_name,EV_link,DV_team_name,DV_link
India,Pune,Maharashtra Institute of Technology,Acceleracers,https://tid.fsg.one/452,,,,
India,Pune,MIT World Peace University,Acceleracers,https://tid.fsg.one/962,,,,
India,Pune,NBN Sinhgad School Of Engineering (Pune),T-REX Motorsports,https://tid.fsg.one/982,,,,
India,pune,P.E.S. Modern College of Engineering,Formula Team Pegasus,https://tid.fsg.one/877,,,,
India,Pune,Padmabhooshan Vasantdada Patil Institute Of Technology (Pune),Team PVPIT,https://tid.fsg.one/837,,,,
India,Pune,Pimpri Chinchwad College Of Engineering (Pune),Team Kratos Racing,https://tid.fsg.one/735,Team Kratos Racing Electric,https://tid.fsg.one/957,,
India,Pune,Pimpri Chinchwad College Of Engineering & Research (Pune),Team Eminent Racing,https://tid.fsg.one/1272,,,,
India,Pune,Pune Vidyarti Griha's college of Engineering and Technology,Team Maverick,https://tid.fsg.one/1083,,,,
India,Pune,Rajarshi Shahu College Of Engineering (Pune),Redline Racing,https://tid.fsg.one/850,,,,
India,pune,"Rajashrishau School of Engineering and Research , Narhe",Team Blackspanners,https://tid.fsg.one/1002,,,,
India,Pune,RMD Sinhgad School of Engineering,Tornado Motorsports,https://tid.fsg.one/1112,TEAM E-BOOSTERS,https://tid.fsg.one/1015,,
India,Pune,Savitribai Phule Pune University,Team Maverick,https://tid.fsg.one/1082,Team Brahmastra FS,https://tid.fsg.one/1195,,
India,Pune,Sinhgad Academy Of Engineering (Pune),Team VAMOS AUTOCROSS,https://tid.fsg.one/720,,,,
India,Pune,"Sinhgad College of Engineering, Vadgaon (Pune)",STES Racing,https://tid.fsg.one/588,,,,
India,Pune,Smt. Kashibai Navale College of Engineering (Pune),STES's Stallion Motorsport ,https://tid.fsg.one/848,STES's Stallion Motorsport Electric,https://tid.fsg.one/1047,,
India,Pune,Symbiosis Institute of Technology,Wrench Wielders Racing,https://tid.fsg.one/958,,,,
India,Pune,TSSM’s Bhivarabai Sawant College of Engineering & Research,Team Mirage,https://tid.fsg.one/977,,,,
India,Pune,Vishwakarma Institute of Information Technology,Vishwaracers,https://tid.fsg.one/1014,,,,
India,Pune,Vishwakarma Institute of Technology (Pune),Veloce Racing,https://tid.fsg.one/978,Veloce Racing Electric,https://tid.fsg.one/1256,,
India,Pune,Zeal College of Engineering and Research,Team Racing Pioneers,https://tid.fsg.one/1013,,,,
India,Punjab,"Chitkara University, Punjab",Team Lakshya,https://tid.fsg.one/551,,,,
India,Ranchi,"Birla Institute of Technology, Mesra",Team Srijan,https://tid.fsg.one/841,Team Srijan Electric,https://tid.fsg.one/1132,,
India,Ranchi,National Institute of Foundry and Forge Technology (Ranchi),NIFFT,https://tid.fsg.one/561,,,,
India,Roorkee,Indian Institute of Technology Roorkee,,,IIT Roorkee Motorsports,https://tid.fsg.one/972,,
India,Ropar,Rayat Institute of Engineering and Information Technology,WRL-Combustion,https://fs-world.org/p2.php?u=571&c=1,,,,
India,Rourkela,National Institute of Technology - Rourkela,Team Roadrunner,https://tid.fsg.one/884,Team Roadrunner Electric,https://tid.fsg.one/1189,,
India,Sambalpur,Veer Surendra Sai University of Technology,VeerRacerss,https://tid.fsg.one/879,,,,
India,Sangamner,"Amrutvahini College Of Engineering, Sangamner",Team Rousing,https://tid.fsg.one/998,,,,
India,Sangli,Rajarambapu Institute of Technology,Nequit,https://tid.fsg.one/883,,,,
India,Sathyamangalam,Bannari Amman Institute of Technology (Sathyamangalam),Falcon racing,https://tid.fsg.one/745,,,,
India,Shegaon,Shri Sant Gajanan Maharaj CE,Team SSGMCE Racing,https://tid.fsg.one/227,,,,
India,Sikar,Bhartiya Institute of Engineering and Technology,BIET DragSports,https://tid.fsg.one/715,,,,
India,Solapur,Nagesh Karajagi Orchid College Of Engineering & Technology,WRL-Combustion,https://fs-world.org/p2.php?u=1199&c=1,,,,
India,solapur,Solapur University,Team BrahMos Racing,https://tid.fsg.one/874,,,,
India,Sonepat,Deenbandhu Chhotu Ram University of  Science & Technology,Blackarc,https://tid.fsg.one/242,,,,
India,Surat,Sardar Vallabhbhai National Institute of Technology (Surat),Phoenix Racing SVNIT,https://tid.fsg.one/1121,,,,
India,Thane,"A.P. Shah Institute of Technology, Thane",,,Modified Auto Club Racing,https://tid.fsg.one/1220,,
India,Vellore,VIT University - Vellore,Pravega Racing,https://tid.fsg.one/119,Team Ojas,https://tid.fsg.one/556,Pravega Racing ,https://tid.fsg.one/1133
India,Vijayawada,K L University (Vijayawada),KREINTO RACING,https://tid.fsg.one/859,,,,
India,Warangal,"Kakatiya Institute of Technology and Science, Warangal (Warangal)",Force Racing,https://tid.fsg.one/1108,,,,
India,Warangal,National Institute of Technology - Warangal,Mechxhausters,https://tid.fsg.one/1135,Ronin Racing,https://tid.fsg.one/1090,,
India,Zuarinagar,BITS Pilani KK Birla Goa Campus,Team Grease Monkeys,https://tid.fsg.one/1010,,,,
Indonesia,Bandung,Institute of Technology Bandung,WRL-Combustion,https://fs-world.org/p2.php?u=802&c=1,,,,
Indonesia,Depok,University of Indonesia (Depok),UI Racing Team,https://tid.fsg.one/1250,,,,
Indonesia,Sleman,Islamic University of Indonesia (Sleman),,,Ulil Albab Student Center,https://tid.fsg.one/804,,
Indonesia,Surabaya,Sepuluh Nopember Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=912&c=1,WRL-Electric,https://fs-world.org/p2.php?u=912&c=2,,
Indonesia,Surakarta,Sebelas Maret University (Surakarta),WRL-Combustion,https://fs-world.org/p2.php?u=1207&c=1,,,,
Indonesia,Yogyakarta,Gadjah Mada University,Bimasakti Racing Team,https://tid.fsg.one/1215,Arjuna EV,https://tid.fsg.one/1210,,
Indonesia,Yogyakarta,Universitas Negeri Yogyakarta,WRL-Combustion,https://fs-world.org/p2.php?u=976&c=1,,,,
Iran,Arak,Iran University of Science and Technology - Arak,IUST Racing ,https://tid.fsg.one/195,,,,
Iran,Isfahan,Isfahan University of Technology,IUT Racing Team,https://tid.fsg.one/59,,,,
Iran,Karaj,Islamic Azad University of Karaj,,,savior racer,https://tid.fsg.one/484,,
Iran,Kermanshah,Razi University,Razi Racing,https://tid.fsg.one/275,,,,
Iran,Mashhad ,Ferdowsi University of Mashad,Caspian,https://tid.fsg.one/613,,,,
Iran,Tehran,Iran University of Science and Technology,Isutac,https://tid.fsg.one/1005,,,,
Iran,Tehran,Sharif University of Technology,Aria Motorsport,https://tid.fsg.one/291,eAria Motorsport,https://tid.fsg.one/271,,
Iran,Tehran,University of Tehran,Persis Motorsport,https://tid.fsg.one/993,,,,
Ireland,Dublin,Technological University Dublin,WRL-Combustion,https://fs-world.org/p2.php?u=723&c=1,,,,
Ireland,Dublin,"Trinity College, University of Dublin",Formula Trinity,https://tid.fsg.one/1218,,,,
Ireland,Dublin,University College Dublin,UCD Racing,https://tid.fsg.one/108,,,,
Israel,Be'er Sheva,Ben-Gurion University of the Negev (Be'er Sheva),Ben-Gurion Racing,https://tid.fsg.one/383,Ben-Gurion Racing,https://tid.fsg.one/748,,
Israel,Haifa,Technion - Israel Institute of Technology,Formula Technion,https://tid.fsg.one/531,Formula Technion EV,https://tid.fsg.one/1153,Formula Technion Driverless,https://tid.fsg.one/869
Israel,Tel Aviv,Tel Aviv University,TAU Racecar Design,https://tid.fsg.one/690,,,,
Italy,Ancon,Marche Polytechnic University,Polimarche Racing Team,https://tid.fsg.one/730,,,,
Italy,Arcavacata di Rende,Università della Calabria (Arcavacata di Rende),Unical Reparto Corse,https://tid.fsg.one/208,,,,
Italy,Bari,Politecnico di Bari,Poliba Corse,https://tid.fsg.one/148,fse,https://tid.fsg.one/578,,
Italy,Bologna,Alma Mater Studiorum - Università di Bologna,UniBo Motorsport,https://tid.fsg.one/273,UniBo Motorsport Electric,https://tid.fsg.one/1024,,
Italy,Brescia,University of Brescia,UniBS Motorsport,https://tid.fsg.one/649,,,,
Italy,Cagliari,Università degli Studi di Cagliari,UnicaR,https://tid.fsg.one/155,,,,
Italy,Caserta,Università degli Studi della Campania Luigi Vanvitelli (Caserta),Scuderia Vanvitelli,https://tid.fsg.one/1236,,,,
Italy,Cassino,Università degli Studi di Cassino e del Lazio Meridionale,,,Scuderia Unicas,https://tid.fsg.one/1275,,
Italy,Catania ,Università degli Studi di Catania,WRL-Combustion,https://fs-world.org/p2.php?u=462&c=1,,,,
Italy,Ferrara,Università degli Studi di Ferrara,WRL-Combustion,https://fs-world.org/p2.php?u=526&c=1,,,,
Italy,Firenze,Università degli Studi di Firenze,Firenze Race Team,https://tid.fsg.one/156,,,FRT- Driverless,https://tid.fsg.one/809
Italy,Fisciano ,Università degli Studi di Salerno,Unisa Racing Team,https://tid.fsg.one/1009,,,,
Italy,Lecce,Università del Salento (Lecce),Salento Racing Team,https://tid.fsg.one/198,,,,
Italy,MEssina,University of Messina,FSMT,https://tid.fsg.one/381,,,Racing Team,https://tid.fsg.one/1177
Italy,Milano,Politecnico di Milano,Dynamis PRC,https://tid.fsg.one/139,Dynamis PRC,https://tid.fsg.one/1091,,
Italy,Modena,University of Modena and Reggio Emilia,MoRe Modena Racing,https://tid.fsg.one/464,,,MoRe Modena Racing Driverless,https://tid.fsg.one/927
Italy,Napoli,Università degli Studi di Napoli Federico II,"UniNa Corse - Squadra Corse ""Federico II""",https://tid.fsg.one/304,UniNa Corse E-Team,https://tid.fsg.one/1051,UniNa Corse Driverless,https://tid.fsg.one/1144
Italy,Padova,Università degli studi di Padova,Race UP Combustion,https://tid.fsg.one/66,Race UP Electric,https://tid.fsg.one/708,,
Italy,Parma,Università degli Studi di Parma,Unipr Racing Team,https://tid.fsg.one/187,UniPR Racing Team,https://tid.fsg.one/925,,
Italy,Perugia,University of Perugia,UniPG Racing Team,https://tid.fsg.one/967,,,,
Italy,Pisa,Università di Pisa,E-Team Squadra Corse,https://tid.fsg.one/203,,,E-Team Squadra Corse Driverless,https://tid.fsg.one/1128
Italy,Roma,"Università degli Studi di Roma ""La Sapienza""",Sapienza Corse,https://tid.fsg.one/183,Fast Charge,https://tid.fsg.one/518,Sapienza Corse Driverless ,https://tid.fsg.one/835
Italy,Roma,Università degli Studi di Roma Tor Vergata,Scuderia Tor Vergata,https://tid.fsg.one/535,,,,
Italy,Trento,Università degli Studi di Trento,,,E-Agle Trento Racing Team,https://tid.fsg.one/872,,
Italy,Trieste,Università degli studi di Trieste,,,UniTS Racing Team,https://tid.fsg.one/1263,,
Italy,Turin,Politecnico di Torino,Squadra Corse Politecnico di Torino,https://tid.fsg.one/114,Squadra Corse PoliTo,https://tid.fsg.one/444,Squadra Corse DRIVERLESS Politecnico di Torino,https://tid.fsg.one/1268
Italy,Viterbo,Università degli Studi della Tuscia (Viterbo),Unitus Racing Team,https://tid.fsg.one/278,,,,
Japan,Akita,Akita Prefectural University,WRL-Combustion,https://fs-world.org/p2.php?u=177&c=1,,,,
Japan,Atsugi,Kanagawa Institute of Technology,,,KAIT Racing,https://tid.fsg.one/563,,
Japan,Chiba,Chiba University,WRL-Combustion,https://fs-world.org/p2.php?u=214&c=1,,,,
Japan,Daitō,Osaka Sangyo University,WRL-Combustion,https://fs-world.org/p2.php?u=324&c=1,,,,
Japan,Fuchū,Tokyo University of Agriculture and Technology,WRL-Combustion,https://fs-world.org/p2.php?u=395&c=1,,,,
Japan,Fujisawa,Shonan Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=599&c=1,,,,
Japan,Fukaya,Saitama Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=341&c=1,,,,
Japan,Fukui,Fukui University of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=246&c=1,,,,
Japan,Fukui,University of Fukui,WRL-Combustion,https://fs-world.org/p2.php?u=476&c=1,,,,
Japan,Fukuoka,Aso College of Automotive Engineering and Technology (Fukuoka),WRL-Combustion,https://fs-world.org/p2.php?u=732&c=1,,,,
Japan,Fukuoka,Kyushu University,WRL-Combustion,https://fs-world.org/p2.php?u=1043&c=1,,,,
Japan,Fukuroi ,Shizuoka Institute of Science and Technology,WRL-Combustion,https://fs-world.org/p2.php?u=368&c=1,WRL-Electric,https://fs-world.org/p2.php?u=368&c=2,,
Japan,Gifu,Gifu University,WRL-Combustion,https://fs-world.org/p2.php?u=249&c=1,,,,
Japan,Gyōda,Institute of Technologists,WRL-Combustion,https://fs-world.org/p2.php?u=259&c=1,,,,
Japan,Hachioji,Tokyo Metropolitan University,WRL-Combustion,https://fs-world.org/p2.php?u=394&c=1,,,,
Japan,Hatoyama,Tokyo Denki University (Hatoyama),Tokyo Denki University Formula SAE Project,https://tid.fsg.one/149,,,,
Japan,Higashi,Kyushu Sangyo University,WRL-Combustion,https://fs-world.org/p2.php?u=284&c=1,,,,
Japan,Higashiōsaka,Kinki University,WRL-Combustion,https://fs-world.org/p2.php?u=271&c=1,,,,
Japan,Hiroschima,Hiroshima Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=676&c=1,,,,
Japan,Hiroshima,Hiroshima University,WRL-Combustion,https://fs-world.org/p2.php?u=679&c=1,,,,
Japan,Iwate,Iwate University,,,WRL-Electric,https://fs-world.org/p2.php?u=1039&c=2,,
Japan,Kami,Kochi University of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=273&c=1,,,,
Japan,Kanagawa,Tokai University,WRL-Combustion,https://fs-world.org/p2.php?u=392&c=1,,,,
Japan,Kanazawa,Kanazawa University,Kanazawa Univ. Formula R&D,https://tid.fsg.one/305,,,,
Japan,Kansai,Honda Technical College Kansai,WRL-Combustion,https://fs-world.org/p2.php?u=252&c=1,,,,
Japan,Kanto,Honda Technical College Kanto,WRL-Combustion,https://fs-world.org/p2.php?u=253&c=1,,,,
Japan,Kashiwazaki ,Niigata Institute of Technology,,,WRL-Electric,https://fs-world.org/p2.php?u=846&c=2,,
Japan,Kitakyushu,The University of Kitakyushu,WRL-Combustion,https://fs-world.org/p2.php?u=977&c=1,,,,
Japan,Kobe ,Kobe University,WRL-Combustion,https://fs-world.org/p2.php?u=272&c=1,,,,
Japan,Kofu,University of Yamanashi,WRL-Combustion,https://fs-world.org/p2.php?u=503&c=1,,,,
Japan,Kōtō,Shibaura Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=367&c=1,,,,
Japan,Kumamoto,Sojo University (Kumamoto),WRL-Combustion,https://fs-world.org/p2.php?u=370&c=1,,,,
Japan,Kurume ,Kurume Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=280&c=1,,,,
Japan,Kyoto,Doshisha University,WRL-Combustion,https://fs-world.org/p2.php?u=234&c=1,,,,
Japan,Kyoto,Kyoto University,WRL-Combustion,https://fs-world.org/p2.php?u=282&c=1,,,,
Japan,Kyoto ,Ritsumeikan University,WRL-Combustion,https://fs-world.org/p2.php?u=336&c=1,,,,
Japan,Maebashi,Gunma University (Maebashi),WRL-Combustion,https://fs-world.org/p2.php?u=1208&c=1,,,,
Japan,Minato,Keio University,WRL-Combustion,https://fs-world.org/p2.php?u=269&c=1,,,,
Japan,Mito,Ibaraki University,WRL-Combustion,https://fs-world.org/p2.php?u=256&c=1,,,,
Japan,Miyashiro,Nippon Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=357&c=1,,,,
Japan,Musashino,Seikei University,WRL-Combustion,https://fs-world.org/p2.php?u=364&c=1,WRL-Electric,https://fs-world.org/p2.php?u=364&c=2,,
Japan,Nagoya,Daido Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=230&c=1,WRL-Electric,https://fs-world.org/p2.php?u=230&c=2,,
Japan,Nagoya,Meijo University,WRL-Combustion,https://fs-world.org/p2.php?u=302&c=1,,,,
Japan,Nagoya,Nagoya Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=344&c=1,,,,
Japan,Nagoya,Nagoya University,WRL-Combustion,https://fs-world.org/p2.php?u=345&c=1,WRL-Electric,https://fs-world.org/p2.php?u=345&c=2,,
Japan,Nagoya,Toyota Technical College Nagoya,WRL-Combustion,https://fs-world.org/p2.php?u=398&c=1,WRL-Electric,https://fs-world.org/p2.php?u=398&c=2,,
Japan,Narashino,Chiba Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=213&c=1,,,,
Japan,Narashino,"College of Industrial Technology, Nihon University",WRL-Combustion,https://fs-world.org/p2.php?u=221&c=1,,,,
Japan,Narita,Nihon Automobile College,WRL-Combustion,https://fs-world.org/p2.php?u=674&c=1,,,,
Japan,Neyagawa,Setsunan University,WRL-Combustion,https://fs-world.org/p2.php?u=675&c=1,,,,
Japan,Niigata,Niigata University,WRL-Combustion,https://fs-world.org/p2.php?u=601&c=1,,,,
Japan,Nonoichi ,Kanazawa Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=265&c=1,,,,
Japan,Okayama,Okayama University,WRL-Combustion,https://fs-world.org/p2.php?u=317&c=1,,,,
Japan,Okayama,Okayama University of Science,WRL-Combustion,https://fs-world.org/p2.php?u=733&c=1,,,,
Japan,Osaka,Osaka City University,WRL-Combustion,https://fs-world.org/p2.php?u=322&c=1,,,,
Japan,Osaka,Osaka Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=323&c=1,,,,
Japan,Saitama City,Saitama University,WRL-Combustion,https://fs-world.org/p2.php?u=1118&c=1,,,,
Japan,Sakai,Osaka Prefecture University,WRL-Combustion,https://fs-world.org/p2.php?u=677&c=1,,,,
Japan,Sakyō-ku,Kyoto Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=281&c=1,,,,
Japan,Sanyo-Onoda,Sanyo-Onoda City University at Tokyo University of Science,WRL-Combustion,https://fs-world.org/p2.php?u=800&c=1,,,,
Japan,Sapporo,Hokkaido Automotive Engineering College,WRL-Combustion,https://fs-world.org/p2.php?u=731&c=1,,,,
Japan,Sapporo,Hokkaido University,WRL-Combustion,https://fs-world.org/p2.php?u=251&c=1,,,,
Japan,Sendai ,Tohoku University,,,WRL-Electric,https://fs-world.org/p2.php?u=848&c=2,,
Japan,Setagaya,Kokushikan University,WRL-Combustion,https://fs-world.org/p2.php?u=275&c=1,,,,
Japan,Shinjuku,Kogakuin University,WRL-Combustion,https://fs-world.org/p2.php?u=274&c=1,,,,
Japan,Shinjuku,Waseda University,WRL-Combustion,https://fs-world.org/p2.php?u=509&c=1,,,,
Japan,Shinjyuku,Tokyo University of Science,WRL-Combustion,https://fs-world.org/p2.php?u=396&c=1,,,,
Japan,Shizuoka,Shizuoka Professional College of Automobile Technology,WRL-Combustion,https://fs-world.org/p2.php?u=847&c=1,,,,
Japan,Shizuoka,Shizuoka University,WRL-Combustion,https://fs-world.org/p2.php?u=369&c=1,,,,
Japan,Suita,Osaka University,Osaka Univ. Formula RAcing Club,https://tid.fsg.one/547,,,,
Japan,Tamura,WIZ International College of Information and Technology (Tamura),WRL-Combustion,https://fs-world.org/p2.php?u=673&c=1,,,,
Japan,Tobata,Kyushu Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=283&c=1,WRL-Electric,https://fs-world.org/p2.php?u=283&c=2,,
Japan,Tokyo,Aoyama Gakuin University,WRL-Combustion,https://fs-world.org/p2.php?u=734&c=1,,,,
Japan,Tokyo,"College of Science and Technology, Nihon University",WRL-Combustion,https://fs-world.org/p2.php?u=222&c=1,,,,
Japan,Tokyo,Meisei University,WRL-Combustion,https://fs-world.org/p2.php?u=303&c=1,,,,
Japan,Tokyo,Sophia University,Sophia Racing,https://tid.fsg.one/34,,,,
Japan,Tokyo,Teikyo University,WRL-Combustion,https://fs-world.org/p2.php?u=1119&c=1,,,,
Japan,Tokyo,The University of Tokyo,The University of Tokyo Formula Factory,https://tid.fsg.one/176,,,,
Japan,Tokyo ,Tokyo City University,WRL-Combustion,https://fs-world.org/p2.php?u=343&c=1,,,,
Japan,Tokyo,Tokyo Institute of Technology,WRL-Combustion,https://fs-world.org/p2.php?u=603&c=1,,,,
Japan,Tokyo ,Tokyo Metropolitan College of Industrial Technology,WRL-Combustion,https://fs-world.org/p2.php?u=393&c=1,,,,
Japan,Tokyo,Tokyo Tech Car College Setagaya,WRL-Combustion,https://fs-world.org/p2.php?u=1211&c=1,,,,
Japan,Tottori,Tottori University,WRL-Combustion,https://fs-world.org/p2.php?u=600&c=1,,,,
Japan,Toyama,University of Toyama,WRL-Combustion,https://fs-world.org/p2.php?u=913&c=1,,,,
Japan,Toyohashi,Toyohashi University of Technology,,,TUT-Formula,https://tid.fsg.one/1217,,
Japan,Toyota,Aichi Institute of Technology (Toyota),WRL-Combustion,https://fs-world.org/p2.php?u=678&c=1,,,,
Japan,Ueda City,Faculty of Textile Science & Technology. Shinshu University,WRL-Combustion,https://fs-world.org/p2.php?u=239&c=1,,,,
Japan,Utsunomiya,Utsunomiya University,WRL-Combustion,https://fs-world.org/p2.php?u=505&c=1,,,,
Japan,Yamagata,Yamagata University,WRL-Combustion,https://fs-world.org/p2.php?u=602&c=1,,,,
Japan,Yokohama ,Yokohama National University,WRL-Combustion,https://fs-world.org/p2.php?u=519&c=1,,,,
Japan,Yokohama-shi,Kanagawa University,,,WRL-Electric,https://fs-world.org/p2.php?u=1117&c=2,,
Jordan,Irbid ,Jordan University of Science and Technology,WRL-Combustion,https://fs-world.org/p2.php?u=957&c=1,,,,
Kazakhstan,Astana,Nazarbayev University,NUFormulaS,https://tid.fsg.one/599,,,,
Lithuania,Vilnius,Vilnius Gediminas Technical University,,,VGTU Formula Student Racing team,https://tid.fsg.one/700,,
Malaysia,Serdang,University Putra Malaysia (Serdang),WRL-Combustion,https://fs-world.org/p2.php?u=1209&c=1,,,,
Malaysia,Shah Alam,Universiti Teknologi MARA,WRL-Combustion,https://fs-world.org/p2.php?u=1048&c=1,,,,
Malaysia,Subang Jaya,Taylor's University (Subang Jaya),NGF College,https://tid.fsg.one/1127,,,,
Malaysia,Tronoh,Universiti Teknologi Petronas,WRL-Combustion,https://fs-world.org/p2.php?u=469&c=1,,,,
Malta,Malta,University of Malta,WRL-Combustion,https://fs-world.org/p2.php?u=482&c=1,,,,
Mexico,Chihuahua,Instituto Tecnológico de Chihuahua,WRL-Combustion,https://fs-world.org/p2.php?u=261&c=1,,,,
Mexico,Ecatepec de Morelos,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,WRL-Combustion,https://fs-world.org/p2.php?u=238&c=1,,,,
Mexico,Mexico City,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,WRL-Combustion,https://fs-world.org/p2.php?u=795&c=1,,,,
Mexico,Mexico City,Instituto Politécnico Nacional,WRL-Combustion,https://fs-world.org/p2.php?u=719&c=1,,,,
Mexico,Mexico City,Tecnológico de Monterrey (ITESM) - Santa Fe,,,TM Racing Team,https://tid.fsg.one/1208,,
Mexico,Mexico City,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,WRL-Combustion,https://fs-world.org/p2.php?u=1228&c=1,,,,
Mexico,México City,Universidad Iberoamericana,WRL-Combustion,https://fs-world.org/p2.php?u=457&c=1,,,,
Mexico,México City,Universidad LaSalle,WRL-Combustion,https://fs-world.org/p2.php?u=286&c=1,,,,
Mexico,Mexico City,Universidad Nacional Autónoma de México (Mexico City),UNAM Motorsports,https://tid.fsg.one/416,,,,
Mexico,San Luis Potosi,ESIA San Luis Potosi,SLP Motorsports,https://tid.fsg.one/701,,,,
Mexico,Toluca,Universidad Autónoma del Estado de México,WRL-Combustion,https://fs-world.org/p2.php?u=454&c=1,,,,
Mexico,Zapopan,Universidad Panamericana Sede México,WRL-Combustion,https://fs-world.org/p2.php?u=459&c=1,,,,
Morocco,Tétouan,Université Abdelmalek Essaadi (Tétouan),,,Reaction,https://tid.fsg.one/1224,,
Netherlands,Arnhem,HAN University of Applied Sciences,HAN Formula Student Team,https://tid.fsg.one/698,,,,
Netherlands,Delft,The Hague University of Applied Sciences (Delft),,,Formula Cruisers,https://tid.fsg.one/741,,
Netherlands,Delft,TU Delft,Delft University of Technology Racing Team,https://tid.fsg.one/44,Formula Student Team Delft,https://tid.fsg.one/285,Formula Student Team Delft Driverless,https://tid.fsg.one/974
Netherlands,Eindhoven,Technische Universiteit Eindhoven,University Racing Eindhoven,https://tid.fsg.one/90,University Racing Eindhoven,https://tid.fsg.one/256,University Racing Eindhoven,https://tid.fsg.one/1019
Netherlands,Groningen,Hanze University of Applied Sciences Groningen,Hanze Racing Division,https://tid.fsg.one/368,Hanze Racing Division,https://tid.fsg.one/995,,
Netherlands,Heerlen,Zuyd University of Applied Sciences (Heerlen),,,Fuze,https://tid.fsg.one/918,,
Netherlands,Rotterdam,Rotterdam University of Applied Sciences,,,,,Racing Team Rotterdam,https://tid.fsg.one/1206
Netherlands,Venlo,Fontys University of Applied Sciences Campus Venlo,,,Fontys Venlo,https://tid.fsg.one/778,,
New Zealand,Auckland,University of Auckland,The University of Auckland Formula SAE Team,https://tid.fsg.one/69,,,,
New Zealand,Christchurch,University of Canterbury (Christchurch),,,University of Canterbury Motorsport,https://tid.fsg.one/792,,
New Zealand,Hamilton ,University of Waikato (Hamilton ),WRL-Combustion,https://fs-world.org/p2.php?u=391&c=1,,,,
Nigeria,Awka,Nnamdi Azikiwe University (Awka),Nigerian Formula 1,https://tid.fsg.one/99,,,,
Norway,Fredrikstad,Østfold University College,WRL-Combustion,https://fs-world.org/p2.php?u=787&c=1,,,,
Norway,Kristiansand,University of Agder (Kristiansand),Align Racing UiA,https://tid.fsg.one/1111,,,,
Norway,Stavanger,University of Stavanger,Formula Student Team UiS,https://tid.fsg.one/472,ION Racing,https://tid.fsg.one/751,,
Norway,Trondheim,Norwegian University of Science and Technology,Revolve NTNU,https://tid.fsg.one/421,Revolve NTNU,https://tid.fsg.one/611,Revolve NTNU Driverless,https://tid.fsg.one/821
Pakistan,Islamabad,International Islamic University,Thunderbird Formula Team,https://tid.fsg.one/769,,,,
Pakistan,Islamabad,Pakistan Institute of Engineering & Applied Sciences (Islamabad),PIEAS Formula Student,https://tid.fsg.one/658,,,,
Pakistan,Islamabad,University of Lahore - Islamabad,Vendetta Motorsports ,https://tid.fsg.one/1140,,,,
Pakistan,Karachi,DHA Suffa University (Karachi),TEAM DSU BUR'RAQ,https://tid.fsg.one/740,,,,
Pakistan,Karachi,National University of Sciences and Technology - Karachi,NUST Formula Student Team,https://tid.fsg.one/480,Formula Electric Racing-NUST,https://tid.fsg.one/643,,
Pakistan,Karachi,NED University of Engineering and Technology (Karachi),NED Racers,https://tid.fsg.one/1020,,,,
Pakistan,Karachi,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology,Formula ZAB,https://tid.fsg.one/731,,,,
Pakistan,Lahore,University of Engineering and Technology,Ape Technology,https://tid.fsg.one/642,,,,
Pakistan,Taxila,Heavy Industry Taxila Education Complex University,Team Renegades,https://tid.fsg.one/696,,,,
Pakistan,Topi,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Burraq Racing Team,https://tid.fsg.one/393,,,,
Poland,Białystok,Białystok University of Technology,Cerber MotorSport,https://tid.fsg.one/491,,,,
Poland,Gdańsk,Gdańsk University of Technology,PGRacing Team,https://tid.fsg.one/723,,,,
Poland,Gliwice,Silesian University of Technology (Gliwice),PolSl Racing,https://tid.fsg.one/583,PolSl eRacing,https://tid.fsg.one/1254,,
Poland,Kraków,AGH University of Science and Technology,AGH Racing,https://tid.fsg.one/625,AGH Racing Electric,https://tid.fsg.one/937,AGH Racing Driverless,https://tid.fsg.one/1138
Poland,Poznan,Poznan University of Technology,PUT Motorsport,https://tid.fsg.one/668,PUT Motorsport Electric,https://tid.fsg.one/1103,PUT Motorsport Driverless,https://tid.fsg.one/1104
Poland,Rzeszów,Rzeszów University of Technology,PRz Racing Team,https://tid.fsg.one/620,,,,
