Country,City,University,CV_team_name,CV_link,EV_team_name,EV_link,DV_team_name,DV_link
Germany,Dortmund,Technische Universität Dortmund,GET racing Dortmund e.V.,https://tid.fsg.one/43,GET racing Dortmund e.V,https://tid.fsg.one/1174,,
Germany,Dresden,Technische Universität Dresden,Elbflorace,https://tid.fsg.one/86,Elbflorace,https://tid.fsg.one/359,Elbflorace Driverless,https://tid.fsg.one/838
Germany,Duisburg,Universität Duisburg-Essen,,,E-Team Duisburg-Essen,https://tid.fsg.one/352,,
Germany,Düsseldorf,Hochschule Düsseldorf,,,e-Traxx Düsseldorf,https://tid.fsg.one/617,,
Germany,Erlangen,Friedrich-Alexander-Universität Erlangen-Nürnberg,High-Octane Motorsports e.V.,https://tid.fsg.one/95,High-Voltage Motorsports,https://tid.fsg.one/274,High-Octane Driverless,https://tid.fsg.one/932
Germany,Esslingen,Hochschule Esslingen,Rennstall Esslingen,https://tid.fsg.one/68,E.Stall Esslingen,https://tid.fsg.one/422,it:movES,https://tid.fsg.one/1158
Germany,Frankfurt a.M.,Fachhochschule Frankfurt am Main,FH Frankfurt am Main Racing Team,https://tid.fsg.one/152,,,,
Germany,Freiberg,Technische Universität Bergakademie Freiberg,Racetech Racing Team TU Bergakademie Freiberg e.V.,https://tid.fsg.one/72,Racetech Racing Team e.V.,https://tid.fsg.one/426,,
Germany,Gießen,Technische Hochschule Mittelhessen (Gießen),THM Motorsport,https://tid.fsg.one/222,,,,
Germany,Göttingen,Hochschule für angewandte Wissenschaft und Kunst Hildesheim/Holzminden/Göttingen,,,Blue Flash ,https://tid.fsg.one/675,,
Germany,Hamburg,Helmut Schmidt Universität / Universität der Bundeswehr Hamburg,Eleven-O-Six Racing Team,https://tid.fsg.one/100,Eleven-O-Six Racing Team,https://tid.fsg.one/558,,
Germany,Hamburg,Hochschule für Angewandte Wissenschaften Hamburg,HAWKS Racing e. V.,https://tid.fsg.one/22,,,HAWKS Racing Driverless,https://tid.fsg.one/986
Germany,Hamburg,Technische Universität Hamburg-Harburg,e-gnition,https://tid.fsg.one/413,e-gnition Hamburg,https://tid.fsg.one/414,e-gnition driverless,https://tid.fsg.one/790
Germany,Hannover,Fachhochschule Hannover,Campus Motorsport Hannover,https://tid.fsg.one/167,,,,
Germany,Hannover,Leibniz Universität Hannover,HorsePower Hannover e.V.,https://tid.fsg.one/127,HorsePower Hannover e.V.,https://tid.fsg.one/348,HorsePower Hannover Driverless,https://tid.fsg.one/784
Germany,Heilbronn,Hochschule Heilbronn,HHN Racing e.V.,https://tid.fsg.one/215,HHN Racing e.V.,https://tid.fsg.one/865,,
Germany,Hof,Hochschule für Angewandte Wissenschaften Hof,,,HofSpannung Motorsport e.V.,https://tid.fsg.one/520,,
Germany,Horb am Neckar,Duale Hochschule Baden-Württemberg Stuttgart Campus Horb,Dual Racing DHBW Campus Horb,https://tid.fsg.one/418,,,,
Germany,Ilmenau,Technische Universität Ilmenau,Team StarCraft e.V.,https://tid.fsg.one/83,Team Starcraft e.V.,https://tid.fsg.one/379,Team Starcraft e.V. Driverless,https://tid.fsg.one/802
Germany,Ingolstadt,Technische Hochschule Ingolstadt,,,Schanzer Racing Electric e.V.,https://tid.fsg.one/342,Schanzer Racing Electric,https://tid.fsg.one/794
Germany,Kaiserslautern,Technische Universität Kaiserslautern,Kaiserslautern Racing Team,https://tid.fsg.one/128,Kaiserslautern Racing Team,https://tid.fsg.one/435,Kaiserslautern Racing Team - Driverless,https://tid.fsg.one/807
Germany,Karlsruhe,Hochschule Karlsruhe - Technik und Wirtschaft,High Speed Karlsruhe,https://tid.fsg.one/93,High Speed Karlsruhe,https://tid.fsg.one/266,,
Germany,Karlsruhe,Karlsruhe Institute of Technology,KA-RaceIng Combustion,https://tid.fsg.one/60,KA-RaceIng Electric,https://tid.fsg.one/254,KA-RaceIng Driverless,https://tid.fsg.one/786
Germany,Kassel,Universität Kassel,Herkules Racing Team Kassel,https://tid.fsg.one/218,Herkules Racing Team Kassel,https://tid.fsg.one/861,,
Germany,Kempten,UAS Kempten,Infinity Racing - Rennteam der Hochschule Kempten e.V.,https://tid.fsg.one/130,Infinity Racing - Rennteam der Hochschule Kempten e.V ,https://tid.fsg.one/1277,Infinity Racing - Rennteam der Hochschule Kempten e.V.,https://tid.fsg.one/780
Germany,Kiel,Fachhochschule Kiel,raceyard,https://tid.fsg.one/49,Raceyard E,https://tid.fsg.one/337,,
Germany,Kleve,Rhein-Waal University of Applied Sciences,,,Rhein-Waal Racing,https://tid.fsg.one/644,,
Germany,Koblenz,Koblenz University of Applied Science,Rhein-Mosel-Motorsport,https://tid.fsg.one/801,,,,
Germany,Köln,Technische Hochschule Köln,Formula Racing Cologne,https://tid.fsg.one/101,eMotorsports Cologne,https://tid.fsg.one/243,eMotorsports.cologne,https://tid.fsg.one/814
Germany,Köln,Universität zu Köln,,,Aurigas Electricus Coloniae,https://tid.fsg.one/476,,
Germany,Konstanz,Fachhochschule Konstanz,Bodensee Racing Team,https://tid.fsg.one/30,Bodensee Racing Team,https://tid.fsg.one/1085,Bodensee Racing Team Driverless,https://tid.fsg.one/1056
Germany,Krefeld,Hochschule Niederrhein (Krefeld),HSNR Racing,https://tid.fsg.one/451,HSNR Racing,https://tid.fsg.one/618,HSNR Racing,https://tid.fsg.one/798
Germany,Landshut ,Hochschule Landshut,,,LA eRacing e.V.,https://tid.fsg.one/327,,
Germany,Lemgo,Technische Hochschule Ostwestfalen-Lippe (Lemgo),OWL Racing-Team,https://tid.fsg.one/179,OWL Racing-Team,https://tid.fsg.one/990,OWL Racing-Team,https://tid.fsg.one/1192
Germany,Lübeck,Technische Hochschule Lübeck,Seagulls Luebeck,https://tid.fsg.one/1043,,,,
Germany,Magdeburg,Otto-von-Guericke-Universität Magdeburg,UMD Racing e.V.,https://tid.fsg.one/196,UMD Racing e.V.,https://tid.fsg.one/1278,,
Germany,Mannheim,Duale Hochschule Baden-Württemberg - Mannheim,,,CURE ,https://tid.fsg.one/597,CURE,https://tid.fsg.one/1092
Germany,Mannheim,Hochschule Mannheim,Delta Racing Mannheim,https://tid.fsg.one/181,Delta Racing,https://tid.fsg.one/436,,
Germany,Mittweida,Hochschule für Technik und Wirtschaft Mittweida,Technikum Mittweida Motorsport,https://tid.fsg.one/126,Technikum Mittweida Motorsport,https://tid.fsg.one/758,,
Germany,Mosbach,Duale Hochschule Baden-Württemberg Mosbach,mosTEC.racing,https://tid.fsg.one/223,mosTEC.racing,https://tid.fsg.one/264,,
Germany,Mülheim a.d.R.,Hochschule Ruhr West - UAS (Mülheim a.d.R.),,,eMOTION RACING HRW,https://tid.fsg.one/628,,
Germany,München,Fachhochschule München,municHMotorsport,https://tid.fsg.one/23,municHMotorsport,https://tid.fsg.one/255,municHMotorsport,https://tid.fsg.one/781
Germany,München,Ludwig-Maximilians-Universität München,,,,,RoboRacers LMU,https://tid.fsg.one/911
Germany,München,Technical University of Munich,TUfast,https://tid.fsg.one/15,TUfast Racing Team e-Technology,https://tid.fsg.one/336,TUfast Driverless,https://tid.fsg.one/773
Germany,München,Universität der Bundeswehr München,ATHENE RacingTeam,https://tid.fsg.one/404,ATHENE RacingTeam,https://tid.fsg.one/486,,
Germany,Nürnberg,Georg-Simon-Ohm-Hochschule Nürnberg,Strohm & Söhne,https://tid.fsg.one/377,Strohm + Söhne e.V.,https://tid.fsg.one/378,,
Germany,Offenburg,Hochschule Offenburg,Black Forest Formula Team,https://tid.fsg.one/55,Black Forest Formula Team,https://tid.fsg.one/1066,,
Germany,Osnabrück,Fachhochschule Osnabrück,Ignition Racing Team,https://tid.fsg.one/80,IRT electric,https://tid.fsg.one/390,Ignition Racing Team driverless,https://tid.fsg.one/866
Germany,Paderborn,Universität Paderborn,UPBracingTeam e.V.,https://tid.fsg.one/110,UPBracing Team E e.V.,https://tid.fsg.one/1084,UPBracing Team D e.V.,https://tid.fsg.one/1087
Germany,Pforzheim,Hochschule Pforzheim,Rennschmiede Pforzheim,https://tid.fsg.one/241,Rennschmiede Pforzheim e.V.,https://tid.fsg.one/1074,,
Germany,Ravensburg,Duale Hochschule Baden-Württemberg Ravensburg,Global Formula Racing (DE),https://tid.fsg.one/20,Global Formula Racing (DE),https://tid.fsg.one/384,Global Formula Racing (DE),https://tid.fsg.one/1031
Germany,Regensburg,Ostbayerische Technische Hochschule Regensburg,Dynamics e.V. Combustion,https://tid.fsg.one/98,Dynamics e.V.,https://tid.fsg.one/324,Dynamics e.V. Driverless,https://tid.fsg.one/1099
Germany,Saarbrücken,Saarland University (Saarbrücken),Saar Racing Team,https://tid.fsg.one/96,Evolution Racing Team Saar,https://tid.fsg.one/419,,
Germany,Sankt Augustin,Hochschule Bonn-Rhein-Sieg (Sankt Augustin),BRS Motorsport e.V.,https://tid.fsg.one/186,BRS Motorsport ,https://tid.fsg.one/519,,
Germany,Schmalkalden,FH Schmalkalden,Rennsteig Motorsport e.V.,https://tid.fsg.one/216,Rennsteig-Motorsport e.V.,https://tid.fsg.one/277,,
Germany,Schweinfurt,UAS Würzburg-Schweinfurt,Mainfranken Racing,https://tid.fsg.one/82,Mainfranken Racing,https://tid.fsg.one/979,,
Germany,Siegen,Universität Siegen,Speeding Scientists Siegen e.V.,https://tid.fsg.one/166,Speeding Scientists Siegen e.V.,https://tid.fsg.one/246,,
Germany,Stralsund,Fachhochschule Stralsund,Baltic Racing,https://tid.fsg.one/18,Short Circuit Racing,https://tid.fsg.one/237,,
Germany,Stuttgart ,Duale Hochschule Baden-Württemberg Stuttgart,DHBW Engineering Stuttgart,https://tid.fsg.one/141,DHBW Engineering Stuttgart e.V.,https://tid.fsg.one/434,DHBW Engineering Stuttgart e.V.,https://tid.fsg.one/1093
Germany,Stuttgart,Universität Stuttgart,Rennteam Uni Stuttgart,https://tid.fsg.one/24,GreenTeam Uni Stuttgart,https://tid.fsg.one/224,GreenTeam Driverless Uni Stuttgart,https://tid.fsg.one/782
Germany,Ulm,Fachhochschule Ulm,Einstein Motorsport,https://tid.fsg.one/51,Einstein Motorsport ,https://tid.fsg.one/1147,,
Germany,Weingarten,University of Applied Sciences Ravensburg-Weingarten,Formula Student Team Weingarten,https://tid.fsg.one/174,Formula Student Team Weingarten Electric,https://tid.fsg.one/1201,Formula Student Team Weingarten Driverless,https://tid.fsg.one/867
Germany,Wiesbaden,Hochschule RheinMain (Wiesbaden),Scuderia Mensa HS RheinMain Racing,https://tid.fsg.one/74,Scuderia Mensa HS RheinMain Racing,https://tid.fsg.one/349,,
Germany,Wilhelmshaven,Jade Hochschule (Wilhelmshaven),Racing Revolution e.V.,https://tid.fsg.one/400,Racing Revolution,https://tid.fsg.one/232,,
Germany,Wolfenbüttel,Ostfalia University of Applied Sciences (Wolfenbüttel),Team wob-racing,https://tid.fsg.one/36,Team wob-racing.,https://tid.fsg.one/343,,
Germany,Wuppertal,Bergische Universität Wuppertal,GreenLion Racing,https://tid.fsg.one/112,GreenLion Racing Electric,https://tid.fsg.one/388,GreenLion Racing Driverless,https://tid.fsg.one/896
Germany,Zwickau,Westsächsische Hochschule Zwickau,WHZ Racing Team,https://tid.fsg.one/84,WHZ Racing Team,https://tid.fsg.one/234,,
Greece,Athens,National Technical University of Athens,Prom Racing,https://tid.fsg.one/269,Prom Racing ,https://tid.fsg.one/1081,,
Greece,Athens,University of West Attica (Athens),Poseidon Team,https://tid.fsg.one/1137,,,,
Greece,Kozani,Technological Educational Institute of Western Macedonia (Kozani),PERSEUS Racing,https://tid.fsg.one/819,,,,
Greece,PATRA,Technological Educational Institute of Western Greece,FPone,https://tid.fsg.one/806,,,,
Greece,Patras,University of Patras,UoP Racing,https://tid.fsg.one/85,UoP Racing,https://tid.fsg.one/420,,
Greece,Thessaloniki,Aristotle University of Thessaloniki,Aristotle Racing Team,https://tid.fsg.one/144,Aristotle University Racing Team Electric,https://tid.fsg.one/738,Aristotle University Racing Team Electric & Driverless,https://tid.fsg.one/1107
Greece,Volos,University of Thessaly (Volos),Centaurus Racing Team,https://tid.fsg.one/655,,,,
Greece,Xanthi,Democritus University of Thrace (Xanthi),Democritus Racing Team (DRT),https://tid.fsg.one/822,Democritus Racing Team,https://tid.fsg.one/1230,,
Hungary,Budapest,Budapest University of Technology and Economics,BME Motorsport,https://tid.fsg.one/142,BME Formula Racing Team (FSE),https://tid.fsg.one/395,BME FRT Driverless,https://tid.fsg.one/890
Hungary,Győr,Széchenyi István University (Győr),Arrabona Racing Team,https://tid.fsg.one/678,,,,
Hungary,Kecskemét,Neumann János University,KEFO Motorsport,https://tid.fsg.one/803,,,,
Hungary,Miskolc,University of Miskolc,Formula Racing Miskolc,https://tid.fsg.one/717,,,,
Hungary,Pécs,University of Pécs,,,Sopiana-e Motorsport,https://tid.fsg.one/1037,,
Iceland,Reykjavík,Reykjavík University,RU Racing,https://tid.fsg.one/1065,,,,
Iceland,Reykjavík,University of Iceland (Reykjavík),,,Team Spark,https://tid.fsg.one/703,,
India,Ahmedabad,Indus University (Ahmedabad),THE VAYUPUTRAS,https://tid.fsg.one/1122,,,,
India,Aligarh,Aligarh Muslim University,ZHCET Formula Racing,https://tid.fsg.one/638,,,,
India,Alwar,Laxmi Devi Institute of Engineering & Technology (Alwar),Torque India Racing Club,https://tid.fsg.one/151,,,,
India,Ambav,Rajendra Mane College of Engineering and Technology,TEAM MH-08 RACING,https://tid.fsg.one/694,,,,
India,Aurangabad,"Government College of Engineering, Aurangabad",Formula Geca,https://tid.fsg.one/1119,,,,
India,Aurangabad,MGM's Jawaharlal Nehru Engineering College (Aurangabad),VAAYU,https://tid.fsg.one/862,,,,
India,Bangalore ,Bangalore Institute of Technology,BIT Formula Racing,https://tid.fsg.one/549,,,,
India,Bangalore,BMS College of Engineering,Bullz Racing,https://tid.fsg.one/459,,,,
India,Bangalore,Nitte Meenakshi Institute of Technology,Team Arion,https://tid.fsg.one/1006,,,,
India,Bangalore,PES Institute of Technology (Bangalore),Team Vidyuth,https://tid.fsg.one/396,Team Vidyuth,https://tid.fsg.one/299,,
India,Bangalore,PES University (Bangalore),Team Haya Racing,https://tid.fsg.one/851,Vega Racing Electric,https://tid.fsg.one/1080,,
India,Bangalore,R.V.College of Engineering (Bangalore),Ashwa Racing,https://tid.fsg.one/103,Team Chimera,https://tid.fsg.one/942,ASHWA RACING ,https://tid.fsg.one/945
India,Bangalore,Ramaiah Institute of Technology,Velocita Racing,https://tid.fsg.one/143,Stier Racing,https://tid.fsg.one/1004,,
India,Bangalore ,Sir M. Visvesvaraya Institute of Technology,Vulkan Motorsports ,https://tid.fsg.one/793,,,,
India,Bangalore,Sri Venkateshwara College of Engineering - Bangalore,Transformers,https://tid.fsg.one/646,,,,
India,Bangalore,Visvesvaraya Technological University,Tachyon Motorsport,https://tid.fsg.one/1261,ASHWA RACING ELECTRIC,https://tid.fsg.one/1060,Drishti,https://tid.fsg.one/1159
India,Belgaum,Gogte Institute of Technology (Belgaum),Vijayrath Racing,https://tid.fsg.one/191,G-Tron,https://tid.fsg.one/973,,
India,Bengaluru,Acharya Institute of Technology,Max Torque Racing,https://tid.fsg.one/940,,,,
India,Bhopal,Oriental Institute of Science & Technology,QUASARS,https://tid.fsg.one/608,,,,
India,bhopal,University Institute of Technology RGPV Bhopal,Team Infinity Racers,https://tid.fsg.one/975,,,,
India,Bhubaneswar,Kalinga Institute of Industrial Technology (Bhubaneswar),Hermes Racing,https://tid.fsg.one/840,SKYLINE RACING,https://tid.fsg.one/943,,
India,Bikaner,Engineering College Bikaner,Garud Racing,https://tid.fsg.one/282,,,,
India,Calicut,National Institute of Technology - Calicut,Team Unwired,https://tid.fsg.one/538,,,,
India,Chandigarh,Chandigarh College of Engineering and Technology,Team Corsa,https://tid.fsg.one/1011,,,,
India,Chandigarh,Chandigarh Engineering College,speedy racers,https://tid.fsg.one/626,CHANDIGARH LOINS MOTORS,https://tid.fsg.one/1142,,
India,Chandigarh,Panjab University,STORM-BREAKERS,https://tid.fsg.one/965,PU Power Racing,https://tid.fsg.one/1139,,
India,Chandigarh,PEC University of Technology,Aziz Luna,https://tid.fsg.one/410,,,,
India,Changa,Charotar University of Science and Technology,Team Ojaswat,https://tid.fsg.one/905,,,,
India,Chennai,Hindustan Institute of Technology and Science,Yodha Racing ,https://tid.fsg.one/281,,,,
India,Chennai,Indian Institute of Technology Madras (Chennai),Raftar Formula Racing,https://tid.fsg.one/460,Raftar Formula Racing Electric,https://tid.fsg.one/753,Vegam Racing,https://tid.fsg.one/933
India,Chennai,Madras Institute of Technology,Team Racing Nemos,https://tid.fsg.one/903,,,,
India,Chennai,RMK Engineering College (Chennai),,,VALOROUS LINE-UP,https://tid.fsg.one/946,,
India,Chennai,Sri Sairam Engineering College,,,Smokin' Axles,https://tid.fsg.one/949,,
India,Chennai,SRM Institute of Science and Technology - Kattankulathur (Chennai),Camber Racing,https://tid.fsg.one/552,4ze Racing,https://tid.fsg.one/560,,
India,Chennai,SRM Institute of Science and Technology - Ramapuram (Chennai),Hawkz Racing,https://tid.fsg.one/1105,,,,
India,Chennai,Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College,Fast and Furious Motorsports,https://tid.fsg.one/898,FF Motorsports,https://tid.fsg.one/1233,,
India,Chennai,VIT University - Chennai,Shaurya Racing,https://tid.fsg.one/534,VITC Formula Electric,https://tid.fsg.one/988,,
India,Coimbatore,"Amrita School of Engineering, Coimbatore (Coimbatore)",Amrita Racing,https://tid.fsg.one/843,,,,
India,Coimbatore,Dr. Mahalingam College of Engineering and Technology (Coimbatore),MCET Renn,https://tid.fsg.one/589,,,,
India,Coimbatore,Kumaraguru College of Technology (Coimbatore),Team Sakthi Racing,https://tid.fsg.one/847,,,,
India,Coimbatore,PSG College of Technology (Coimbatore),Pegasus Racing,https://tid.fsg.one/729,VELOCITA E- RACING ,https://tid.fsg.one/1148,,
India,Coimbatore,PSG Institute of Advanced Studies (Coimbatore),globus racing,https://tid.fsg.one/733,,,,
India,Coimbatore,Sri Krishna College of Engineering And Technology,Gepard Racing,https://tid.fsg.one/514,,,,
India,Coimbatore,United Institute of Technology,Indian Jaguar Racing,https://tid.fsg.one/732,,,,
India,Dehradun,DIT University,DIT MOTORACING,https://tid.fsg.one/856,,,,
India,Dehradun,Graphic Era University (Dehradun),GEUmotorsports,https://tid.fsg.one/853,,,,
India,Delhi,Delhi Technological University,Team Defianz Racing,https://tid.fsg.one/816,Team Hertz Electric,https://tid.fsg.one/680,DTU Self Driving Car,https://tid.fsg.one/1165
India,Delhi,Gandhi Institute of Research and Development,Horizon Raciing,https://tid.fsg.one/554,,,,
India,Delhi,Guru Gobind Singh Indraprastha University,AIOUS Racing Team,https://tid.fsg.one/182,,,,
India,Delhi,HMR Institute of Technology & Management,Mechsonic Racing,https://tid.fsg.one/677,,,,
India,Dhanbad,Indian Institute of Technology Dhanbad,Team Mechismu,https://tid.fsg.one/1000,,,,
India,Dhanbad,Indian School of Mines,MECHISMU RACING,https://tid.fsg.one/634,,,,
India,Faridabad,"J.C. Bose University of Science and Technology, YMCA (Faridabad)",Team Mechnext_Racing,https://tid.fsg.one/960,,,,
India,Faridabad,Manav Rachna International University (Faridabad),Team coolrunnings,https://tid.fsg.one/593,,,,
India,Gandhinagar,Gujarat Technological University (Gandhinagar),GTU Motorsports,https://tid.fsg.one/961,,,,
India,Gautam Buddha Nagar,Galgotias University (Gautam Buddha Nagar),Automantra Racing,https://tid.fsg.one/889,,,,
India,Greater Noida,"Sharda University, Greater Noida",Tornadoes Racing,https://tid.fsg.one/633,,,,
India,Guwahati,Indian Institute of Technology Guwahati,Evolution,https://tid.fsg.one/1089,,,,
India,Haldia,Haldia Institute of Technology,MANAB RACING,https://tid.fsg.one/891,,,,
India,Howrah,MCKV Institute of Engineering,Falcon Racing,https://tid.fsg.one/190,,,,
India,Hubballi,KLE Technological University (Hubballi),Team Vegadooth Racing,https://tid.fsg.one/922,,,,
India,Hyderabad,Chaitanya Bharathi Institute of Technology (Hyderabad),WRL-Combustion,https://fs-world.org/p2.php?u=975&c=1,,,,
India,Hyderabad,Guru Nanak Institute of Technology,Super Ignite Motorsports,https://tid.fsg.one/1007,,,,
India,Hyderabad,MVSR Engineering College,Ampere Motorsport India,https://tid.fsg.one/685,,,,
India,hyderabad,Vasavi College of Engineering,Blitz Racing,https://tid.fsg.one/994,,,,
India,Hyderabad,Vidya Jyothi Institute of Technology,V1 RACING TEAM,https://tid.fsg.one/645,,,,
India,Hyderabad,VNR Vignana Jyothi Institute of Engineering and Technology,FSAE VNRVJIET,https://tid.fsg.one/417,,,,
India,Ichalkaranji,DKTE Society's Textile and Engineering Institute,Trident Racing,https://tid.fsg.one/1191,,,,
India,Indore,Acropolis Technical Campus Indore,Acro-Racerz,https://tid.fsg.one/614,,,,
India,Indore,Medi-Caps University,MECHASONICS,https://tid.fsg.one/826,,,,
India,Indore,Shri G.S. Institute of Technology and Science Indore,GS Motorsports,https://tid.fsg.one/524,,,,
India,Jaipur,Jaipur Engineering College and Research Centre,Moonriders,https://tid.fsg.one/380,,,,
India,Jalandhar ,National Institute of Technology - Jalandhar,Perianth Racing,https://tid.fsg.one/1270,,,,
India,Jamshedpur,National Institute of Technology - Jamshedpur,WRL-Combustion,https://fs-world.org/p2.php?u=697&c=1,,,,
India,Kanpur,Indian Institute of Technology Kanpur,IITK Motorsports,https://tid.fsg.one/323,,,,
India,Kharagpur,Indian Institute of Technology Kharagpur,Team KART,https://tid.fsg.one/915,,,,
India,Kolhapur,"D. Y. Patil College of Engineering & Technology, Kasaba Bawada, Kolhapur ",DYP Motorsports,https://tid.fsg.one/1001,,,,
India,Kolhapur,Shivaji University,Elite Racers,https://tid.fsg.one/286,,,,
India,Kollam,TKM  College of Engineering,xlr8racing,https://tid.fsg.one/1115,,,,
India,Kottayam,MCT's Rajiv Gandhi Institute of Technology (Kottayam),WRL-Combustion,https://fs-world.org/p2.php?u=671&c=1,,,,
India,Kurukshetra,National Institute of Technology - Kurukshetra,Team Accelerons,https://tid.fsg.one/653,,,,
India,Malout,Malout Instiue Of Management And Information Technology,MALWA RACINGs,https://tid.fsg.one/693,,,,
India,Mangalore,National Institute of Technology - Karnataka (Mangalore),NITKRacing,https://tid.fsg.one/996,,,,
India,Mangaluru,Mangalore Institute of Technology and Engineering,Formula MITE Racing,https://tid.fsg.one/1012,,,,
India,Manglore,Sahyadri College of Engineering & Management (Manglore),Formula Sahyadri,https://tid.fsg.one/1101,,,,
India,Manipal,Manipal Academy of Higher Education,Formula Manipal,https://tid.fsg.one/194,Formula Manipal Electric,https://tid.fsg.one/805,Formula Manipal Driverless,https://tid.fsg.one/1042
India,Modinagar,"SRM Institute of Science and Technology, NCR Campus",AeroX Motorsports,https://tid.fsg.one/901,,,,
India,Mohali,Chandigarh University (Mohali),Indominus Motorsport,https://tid.fsg.one/849,,,,
India,Mumbai,Don Bosco Institute of Technology,,,EVolution Racing,https://tid.fsg.one/253,,
India,Mumbai,Dwarkadas. J. Sanghvi College of Engineering (Mumbai),DJS Racing,https://tid.fsg.one/574,DJS Racing Electric,https://tid.fsg.one/813,,
India,Mumbai,Fr Conceicao Rodrigues College of Engineering,Team CRCE Formula Racing,https://tid.fsg.one/846,,,,
India,Mumbai,G.V.Acharya Institute of Engineering & Technology (Mumbai),GVA Motorsports,https://tid.fsg.one/852,,,,
India,Mumbai,Indian Institute of Technology Bombay (Mumbai),IIT Bombay Racing Team,https://tid.fsg.one/217,IIT Bombay Racing Team,https://tid.fsg.one/528,IIT Bombay Racing,https://tid.fsg.one/1248
India,Mumbai,K. J. Somaiya College of Engineering (Mumbai),Orion Racing India,https://tid.fsg.one/107,Orion Racing India,https://tid.fsg.one/904,Orion Racing India ,https://tid.fsg.one/1241
India,Mumbai,M.H. Saboo Siddik College of Engineering (Mumbai),Team MHSSC Racing,https://tid.fsg.one/45,,,,
India,Mumbai,Mukesh Patel School of Technology Management and Engineering,Team Enginium MPSTME,https://tid.fsg.one/604,,,,
India,Mumbai,Rajiv Gandhi Institute of Technology - Mumbai,Team RGIT Racing,https://tid.fsg.one/485,Team RGIT Racing Electric,https://tid.fsg.one/1187,,
India,Mumbai,"Sardar Patel College of Engineering, Mumbai (Mumbai)",SPCE Racing,https://tid.fsg.one/839,SPCE Racing,https://tid.fsg.one/1146,,
India,Mumbai,Thakur College of Engineering and Technology (Mumbai),,,MAVERICKS RACING,https://tid.fsg.one/1190,,
India,Mysore,"The National Institute of Engineering, Mysore",Force Ikshvaku,https://tid.fsg.one/857,,,,
India,Nagpur,St. Vincent Pallotti College of Engineering and Technology,Formula Ashwariders,https://tid.fsg.one/1068,,,,
India,Nanded,Shri Guru Gobind Singhji Institute Of Engineering And Technology (Nanded),TEAM PRAVEG RACING,https://tid.fsg.one/921,,,,
India,Nashik,Sandip University,,,Sandip University,https://tid.fsg.one/1266,,
India,Navi Mumbai,Bharati Vidyapeeth College of Engineering,Triumphant Racers,https://tid.fsg.one/411,,,,
India,Navi Mumbai,Datta Meghe College of Engineering (Navi Mumbai),Team Indus,https://tid.fsg.one/536,,,,
India,Navi Mumbai,Lokmanya Tilak College of Engineering (Navi Mumbai),SCHNELL Racing,https://tid.fsg.one/912,,,,
India,Navi Mumbai,Pillai College Of Engineering (Navi Mumbai),Hyperion Racing Team,https://tid.fsg.one/601,Spark Racing Team,https://tid.fsg.one/1025,,
India,Navi Mumbai,Saraswati College of Engineering,Prahaar Racing,https://tid.fsg.one/606,,,,
India,New Delhi,Indian Institute of Technology Delhi,AXLR8R Formula Racing,https://tid.fsg.one/135,Axlr8r Formula Racing,https://tid.fsg.one/724,,
India,New Delhi,Indira Gandhi Delhi Technical University for Women (New Delhi),Aious Formula Student,https://tid.fsg.one/844,,,,
India,New Delhi,Jamia Millia Islamia,,,Team Alpha 4ZE,https://tid.fsg.one/1150,,
India,New Delhi,Maharaja Agrasen Institute of Technology (New Delhi),KALAM MOTORSPORTS,https://tid.fsg.one/565,,,,
India,New Delhi,Netaji Subhas Institute of Technology,Bullethawk Racing,https://tid.fsg.one/906,,,,
India,New Delhi,University of Delhi,,,DU riders,https://tid.fsg.one/1141,,
India,Noida,Amity School of Engineering and Technology (Noida),MACH-RELOADED,https://tid.fsg.one/553,,,,
India,Noida,"J.S.S. Academy of Technical Education, Noida",,,Team Octavius Motorsports,https://tid.fsg.one/959,,
India,Palghar,Vidyavardhini's College of Engineering and Technology (Palghar),ETHAN RACING,https://tid.fsg.one/842,,,,
India,Patiala,Punjabi University,Team UDAY,https://tid.fsg.one/477,,,,
India,Patiala,Thapar Institute of Engineering and Technology (Patiala),Team Fateh,https://tid.fsg.one/482,,,,
India,Pennalur,Sri Venkateswara College of Engineering,Traxion Racing,https://tid.fsg.one/679,,,,
India,Phagwara,Lovely Professional University,Illuminati Racers,https://tid.fsg.one/964,,,,
India,Pilani,"Birla Institute of Technology & Science , Pilani",Inspired Karters,https://tid.fsg.one/430,Inspired Karters Electric,https://tid.fsg.one/1204,,
India,Ponda,Indian Institute of Technology Goa,,,IIT Goa Motorsports,https://tid.fsg.one/1030,,
India,Pune,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering (Pune),Resonance Racing,https://tid.fsg.one/907,,,,
India,Pune,College of Engineering Pune,Team Octane Racing,https://tid.fsg.one/811,Team Octane Racing Electric,https://tid.fsg.one/1057,,
India,Pune,"D.Y. Patil School of Engineering Academy, Ambi (Pune)",Team Revolution,https://tid.fsg.one/752,Team Revolution,https://tid.fsg.one/714,,
India,Pune,Dr. D. Y. Patil Institute Of Engineering and Technology (Pune),The Interceptors,https://tid.fsg.one/845,The Interceptors,https://tid.fsg.one/1096,,
India,Pune,DY Patil College of Engineering Akurdi (Pune),The Metal Falcons,https://tid.fsg.one/855,,,,
